month,product,category_code,tvl_usd,tvl_btc,include_net
2025-06,YieldNest ynBTCk,C2,103475034,965.734,0
2025-07,Maple BTC Yield,C1,171861038,1484.58,1
2025-07,ether.fi Liquid BTC,C6,98247238,848.685,1
2025-07,Babylon (BTC staking) - stake attributed to listed LSTs/products,C2,2744588754,23708.466,0
2025-07,"Babylon (BTC staking) - other stakers (Kraken, Binance, OKX, Figment, direct)",C2,2355565695,20347.984,1
2025-07,Lombard LBTC - held inside other listed products,C2,582904249,5035.277,0
2025-07,Lombard LBTC - direct / other holders,C2,1031733945,8912.384,1
2025-07,Bedrock uniBTC - held inside other listed products,C2,323605070,2795.384,0
2025-07,Bedrock uniBTC - direct / other holders,C2,271902138,2348.761,1
2025-07,SolvBTC LSTs (SolvBTC.BBN etc.) - held inside other listed products,C2,142520624,1231.13,0
2025-07,SolvBTC LSTs (SolvBTC.BBN etc.) - direct / other holders,C2,495279996,4278.356,1
2025-07,Solv Others (M-BTC),C2,249186598,2152.538,1
2025-07,PumpBTC - held inside other listed products,C2,308832320,2667.773,0
2025-07,PumpBTC - direct / other holders,C2,64129325,553.966,1
2025-07,Lorenzo stBTC - held inside other listed products,C2,1061021,9.165,0
2025-07,Lorenzo stBTC - direct / other holders,C2,109808289,948.552,1
2025-07,Chakra,C2,81452735,703.61,1
2025-07,alloBTC,C2,54429150,470.173,1
2025-07,b14g,C2,266079574,2298.464,1
2025-07,exSat Staking BTC,C2,490288720,4235.241,1
2025-07,Symbiotic (BTC vaults),C2,199377203,1722.272,1
2025-07,Mellow restaking (uniBTC),C2,21937229,189.499,1
2025-07,EigenLayer / EigenCloud (BTC part),C2,762423,6.586,1
2025-07,Pell Network,C2,58457437,504.97,1
2025-07,Kernel (BTC part),C2,599602,5.18,1
2025-07,SatLayer,C2,313444307,2707.613,1
2025-07,CIAN Yield Layer (BTC vaults),C2,623941772,5389.77,1
2025-07,Fragmetric (zBTC),C2,2145008,18.529,1
2025-07,ObeliskBTC,C2,118900866,1027.096,1
2025-07,Solv Basis Trading (SolvBTC.TRADING),C3,149923627,1295.079,1
2025-07,BitFi bfBTC (EVM chains) - held inside other listed products,C3,231998730,2004.065,0
2025-07,BitFi bfBTC (EVM chains) - direct / other holders,C3,109233910,943.591,1
2025-07,BitFi bfBTC (AILayer),C3,117773125,1017.355,1
2025-07,Midas mBTC,C3,3035634,26.223,1
2025-07,Liminal Basis (BTC),C3,8184406,70.699,1
2025-07,Manta CeDeFi (BTC),C3,26448883,228.472,1
2025-07,Hope (BTC basis collateral),C3,2355355,20.346,1
2025-07,DeSyn Basis Trading (BTC),C3,70425430,608.353,1
2025-07,Rysk V12 (BTC part),C4,700052,6.047,1
2025-07,Hegic (WBTC pool),C4,1128293,9.746,1
2025-07,Ribbon (WBTC theta vault),C4,3047840,26.328,1
2025-07,D2 Finance (UBTC),C4,1362066,11.766,1
2025-07,Lombard Vaults (LBTCv / BTCe),C6,68622534,592.779,1
2025-07,Native Credit Pool (BTC part),C5,2023305,17.478,1
2025-07,B2 Buzz Farming,C6,414167505,3577.686,1
2025-07,AILayer farm (AINN),C6,117875249,1018.237,0
2025-07,Solv Strategies,C6,403652913,3486.858,1
2025-07,Concrete (BTC vaults),C6,2161336,18.67,1
2025-07,"Veda (other BTC vaults, excl. Kraken)",C6,719536597,6215.543,1
2025-07,Upshift (BTC vaults),C6,20502965,177.11,1
2025-07,Hyperbeat Earn (hbBTC),C6,19463933,168.134,0
2025-07,Proxy (PRXY BTC strategies),C6,30176029,260.668,1
2025-07,Convex (BTC LPs),C6,41675669,360.005,1
2025-07,Yearn (BTC vaults),C6,28407814,245.394,1
2025-07,Badger DAO (BTC vaults),C6,18525172,160.025,1
2025-07,Stake DAO (BTC LPs),C6,4654948,40.211,1
2025-07,Yield Yak (BTC),C6,9208399,79.545,1
2025-07,YO Protocol (yoBTC),C6,12170500,105.132,1
2025-07,Superform (BTC),C6,405288,3.501,1
2025-07,Harvest (BTC),C6,9052124,78.195,1
2025-07,Autofarm (BTC),C6,1678676,14.501,1
2025-07,OmniYield (WBTC),C6,362372,3.13,1
2025-07,Belt (BTCB),C6,5352637,46.237,1
2025-07,Tranchess (BTCB),C6,36511284,315.394,1
2025-07,Radpie (BTC),C6,1249233,10.791,1
2025-07,Aura (BTC),C6,1032908,8.923,1
2025-07,Lagoon (BTC vaults),C6,17083862,147.575,1
2025-07,Avant avBTC,C6,14695504,126.944,1
2025-07,Moonwell vaults (cbBTC),C6,21361750,184.528,1
2025-07,Katana pre-launch (WBTC),C6,11715992,101.206,1
2025-07,Reaper (WBTC),C6,883484,7.632,1
2025-07,Vesper (WBTC),C6,969215,8.372,1
2025-07,Kine (BTC),C6,1016580,8.781,1
2025-07,DeltaPrime (BTC),C6,1607916,13.89,1
2025-07,Extra Finance (cbBTC),C6,1487628,12.851,1
2025-07,IPOR Fusion (other BTC vaults),C6,2448565,21.151,1
2025-07,DeSyn Liquid Strategy (BTC),C6,1041196754,8994.126,1
2025-07,DeSyn Safe (BTC),C6,94641778,817.54,1
2025-07,Corn Kernels pre-deposit,C6,1522610,13.153,1
2025-07,Hemi staking,C6,209410399,1808.941,1
2025-07,Zircuit staking (BTC),C6,56987065,492.269,1
2025-07,Turtle Club (BTC campaigns),C6,45265715,391.017,1
2025-07,Swell Earn (BTC vaults),C6,22999,0.199,1
2025-07,CoinWind (BTC),C6,107168970,925.753,1
2025-07,Trevee / Rings earn (BTC),C6,71315385,616.041,1
2025-07,Canopy (BTC),C6,7910585,68.334,1
2025-07,CIAN curated BTC vaults,C6,193873607,1674.73,1
2025-07,Hourglass (eBTC/LBTCv),C6,25315,0.219,1
2025-07,Echo strategies (aBTC),C6,39946478,345.068,1
2025-07,Aera v2 (BTC),C6,7096805,61.304,1
2025-07,Seamless vaults (cbBTC),C6,5343588,46.159,1
2025-07,Terminal pre-deposits (BTC),C6,16423450,141.87,1
2025-07,StakeStone Berachain vault (BTC),C6,13343,0.115,1
2025-07,Mitosis (BTC),C6,1444187,12.475,1
2025-07,Goldilocks (BTC),C6,2827,0.024,1
2025-07,Umami (BTC),C6,1752326,15.137,1
2025-07,Bucket farm (BTC),C6,6191533,53.484,1
2025-07,Capy (BTC),C6,2025,0.017,1
2025-07,Sommelier (BTC),C6,1120944,9.683,1
2025-07,Factor leverage vault (BTC),C6,5148561,44.475,1
2025-07,Omega (BTC),C6,3249837,28.073,1
2025-07,OpenGDP shared security (LBTC),C2,149502718,1291.443,1
2025-07,iBTC Finance,C2,38255311,330.459,1
2025-07,Swell swBTC,C2,7666950,66.229,1
2025-07,StakeStone STONEBTC,C2,3787,0.033,1
2025-07,ShardingDAO (BTC),C2,6921545,59.79,1
2025-07,Stream Finance (BTC),C3,9541193,82.419,1
2025-07,Aster asBTC,C3,4386331,37.89,1
2025-07,Thetanuts (BTC),C4,630469,5.446,1
2025-07,Wildcat (BTC),C5,27093,0.234,1
2025-07,YieldNest ynBTCk,C2,31928,0.276,0
2025-08,Maple BTC Yield,C1,160777221,1485.29,1
2025-08,ether.fi Liquid BTC,C1,48962747,452.327,1
2025-08,Babylon (BTC staking) - stake attributed to listed LSTs/products,C2,2160755772,19961.465,0
2025-08,"Babylon (BTC staking) - other stakers (Kraken, Binance, OKX, Figment, direct)",C2,3932730460,36331.299,1
2025-08,Lombard LBTC - held inside other listed products,C2,358016528,3307.424,0
2025-08,Lombard LBTC - direct / other holders,C2,1141308804,10543.624,1
2025-08,Bedrock uniBTC - held inside other listed products,C2,322523910,2979.536,0
2025-08,Bedrock uniBTC - direct / other holders,C2,174867204,1615.456,1
2025-08,SolvBTC LSTs (SolvBTC.BBN etc.) - held inside other listed products,C2,101064389,933.652,0
2025-08,SolvBTC LSTs (SolvBTC.BBN etc.) - direct / other holders,C2,432008386,3990.974,1
2025-08,Solv Others (M-BTC),C2,228162065,2107.804,1
2025-08,PumpBTC - held inside other listed products,C2,107883096,996.644,0
2025-08,PumpBTC - direct / other holders,C2,0,0.0,1
2025-08,Lorenzo stBTC - held inside other listed products,C2,410512,3.792,0
2025-08,Lorenzo stBTC - direct / other holders,C2,99256383,916.949,1
2025-08,Chakra,C2,54236935,501.051,1
2025-08,LISA BTC LST,C2,1,0.0,1
2025-08,b14g,C2,267463205,2470.875,1
2025-08,exSat Staking BTC,C2,423199611,3909.597,1
2025-08,Symbiotic (BTC vaults),C2,116216714,1073.632,1
2025-08,Mellow restaking (uniBTC),C2,19551859,180.624,1
2025-08,EigenLayer / EigenCloud (BTC part),C2,3318931,30.661,1
2025-08,Pell Network,C2,138950765,1283.653,1
2025-08,Kernel (BTC part),C2,482474,4.457,1
2025-08,SatLayer,C2,283059729,2614.959,1
2025-08,CIAN Yield Layer (BTC vaults),C2,556812585,5143.939,1
2025-08,Fragmetric (zBTC),C2,272405,2.517,1
2025-08,ObeliskBTC,C2,10830761,100.057,1
2025-08,Solv Basis Trading (SolvBTC.TRADING),C3,250223437,2311.611,1
2025-08,BitFi bfBTC (EVM chains) - held inside other listed products,C3,127865579,1181.246,0
2025-08,BitFi bfBTC (EVM chains) - direct / other holders,C3,192332888,1776.807,1
2025-08,BitFi bfBTC (AILayer),C3,110166615,1017.74,1
2025-08,Midas mBTC,C3,2304007,21.285,1
2025-08,Liminal Basis (BTC),C3,10800154,99.774,1
2025-08,Manta CeDeFi (BTC),C3,24604393,227.3,1
2025-08,Hope (BTC basis collateral),C3,2196155,20.288,1
2025-08,DeSyn Basis Trading (BTC),C3,66010856,609.821,1
2025-08,Rysk V12 (BTC part),C4,399833,3.694,1
2025-08,Hegic (WBTC pool),C4,1057758,9.772,1
2025-08,Ribbon (WBTC theta vault),C4,2852800,26.355,1
2025-08,D2 Finance (UBTC),C4,1356390,12.531,1
2025-08,Lombard Vaults (LBTCv / BTCe),C6,46169706,426.524,1
2025-08,Native Credit Pool (BTC part),C5,295,0.003,1
2025-08,B2 Buzz Farming,C6,386680780,3572.229,1
2025-08,AILayer farm (AINN),C6,109907940,1015.35,0
2025-08,Solv Strategies,C6,340699581,3147.446,1
2025-08,Concrete (BTC vaults),C6,1970051,18.2,1
2025-08,"Veda (other BTC vaults, excl. Kraken)",C6,521211407,4815.048,1
2025-08,Upshift (BTC vaults),C6,17584294,162.447,1
2025-08,Hyperbeat Earn (hbBTC),C6,17153189,158.464,0
2025-08,Proxy (PRXY BTC strategies),C6,28295210,261.396,1
2025-08,Convex (BTC LPs),C6,39843424,368.081,1
2025-08,Yearn (BTC vaults),C6,38513339,355.793,1
2025-08,Badger DAO (BTC vaults),C6,19026797,175.773,1
2025-08,Stake DAO (BTC LPs),C6,5588840,51.631,1
2025-08,Yield Yak (BTC),C6,9551150,88.235,1
2025-08,YO Protocol (yoBTC),C6,10721209,99.045,1
2025-08,Superform (BTC),C6,328511,3.035,1
2025-08,Harvest (BTC),C6,5860638,54.142,1
2025-08,Autofarm (BTC),C6,1665943,15.39,1
2025-08,OmniYield (WBTC),C6,353692,3.267,1
2025-08,Belt (BTCB),C6,4988307,46.083,1
2025-08,Tranchess (BTCB),C6,34911561,322.52,1
2025-08,Radpie (BTC),C6,1182510,10.924,1
2025-08,Aura (BTC),C6,999549,9.234,1
2025-08,Lagoon (BTC vaults),C6,19276812,178.083,1
2025-08,Avant avBTC,C6,22042042,203.629,1
2025-08,Moonwell vaults (cbBTC),C6,22229811,205.363,1
2025-08,Katana pre-launch (WBTC),C6,7700431,71.138,1
2025-08,Reaper (WBTC),C6,797347,7.366,1
2025-08,Vesper (WBTC),C6,863393,7.976,1
2025-08,Kine (BTC),C6,950913,8.785,1
2025-08,DeltaPrime (BTC),C6,1315586,12.154,1
2025-08,Extra Finance (cbBTC),C6,1598408,14.766,1
2025-08,IPOR Fusion (other BTC vaults),C6,1492852,13.791,1
2025-08,DeSyn Liquid Strategy (BTC),C6,1218332222,11255.181,1
2025-08,DeSyn Safe (BTC),C6,1452,0.013,1
2025-08,Corn Kernels pre-deposit,C6,1282494,11.848,1
2025-08,Hemi staking,C6,191737607,1771.308,1
2025-08,Zircuit staking (BTC),C6,53412028,493.43,1
2025-08,Turtle Club (BTC campaigns),C6,6203541,57.309,1
2025-08,Swell Earn (BTC vaults),C6,21556,0.199,1
2025-08,CoinWind (BTC),C6,100055434,924.331,1
2025-08,Trevee / Rings earn (BTC),C6,40776336,376.699,1
2025-08,Canopy (BTC),C6,5097755,47.094,1
2025-08,CIAN curated BTC vaults,C6,175251129,1619.003,1
2025-08,Hourglass (eBTC/LBTCv),C6,15971,0.148,1
2025-08,Echo strategies (aBTC),C6,37571432,347.092,1
2025-08,Aera v2 (BTC),C6,2099978,19.4,1
2025-08,Seamless vaults (cbBTC),C6,3799670,35.102,1
2025-08,Amber Finance (BTC),C6,48,0.0,1
2025-08,Terminal pre-deposits (BTC),C6,14790755,136.64,1
2025-08,StakeStone Berachain vault (BTC),C6,21590,0.199,1
2025-08,Mitosis (BTC),C6,371215,3.429,1
2025-08,Goldilocks (BTC),C6,2662,0.025,1
2025-08,Umami (BTC),C6,1429297,13.204,1
2025-08,Bucket farm (BTC),C6,6230072,57.555,1
2025-08,Capy (BTC),C6,1904,0.018,1
2025-08,Sommelier (BTC),C6,917184,8.473,1
2025-08,Factor leverage vault (BTC),C6,4806661,44.405,1
2025-08,Omega (BTC),C6,6885,0.064,1
2025-08,OpenGDP shared security (LBTC),C2,137855399,1273.534,1
2025-08,iBTC Finance,C2,1557,0.014,1
2025-08,Swell swBTC,C2,2420928,22.365,1
2025-08,StakeStone STONEBTC,C2,1820,0.017,1
2025-08,ShardingDAO (BTC),C2,6498612,60.035,1
2025-08,Stream Finance (BTC),C3,10089025,93.204,1
2025-08,Aster asBTC,C3,1321907,12.212,1
2025-08,Thetanuts (BTC),C4,595048,5.497,1
2025-08,Wildcat (BTC),C5,22057,0.204,1
2025-08,YieldNest ynBTCk,C2,13193,0.122,0
2025-08,Royco v1 IAM (incl. Boyco pre-deposits),C6,4110,0.038,0
2025-09,Yield Basis,C1,3148549,27.607,1
2025-09,Maple BTC Yield,C1,152943037,1341.03,1
2025-09,ether.fi Liquid BTC,C1,54125569,474.582,1
2025-09,Babylon (BTC staking) - stake attributed to listed LSTs/products,C2,1994568827,17488.711,0
2025-09,"Babylon (BTC staking) - other stakers (Kraken, Binance, OKX, Figment, direct)",C2,4657444609,40837.249,1
2025-09,Lombard LBTC - held inside other listed products,C2,270470414,2371.53,0
2025-09,Lombard LBTC - direct / other holders,C2,1182760566,10370.641,1
2025-09,Bedrock uniBTC - held inside other listed products,C2,281916453,2471.89,0
2025-09,Bedrock uniBTC - direct / other holders,C2,234252120,2053.962,1
2025-09,SolvBTC LSTs (SolvBTC.BBN etc.) - held inside other listed products,C2,47846823,419.529,0
2025-09,SolvBTC LSTs (SolvBTC.BBN etc.) - direct / other holders,C2,346187424,3035.429,1
2025-09,Solv Others (M-BTC),C2,184360371,1616.502,1
2025-09,PumpBTC - held inside other listed products,C2,107963860,946.645,0
2025-09,PumpBTC - direct / other holders,C2,0,0.0,1
2025-09,Lorenzo stBTC - held inside other listed products,C2,338969,2.972,0
2025-09,Lorenzo stBTC - direct / other holders,C2,36083753,316.388,1
2025-09,Chakra,C2,17366813,152.275,1
2025-09,LISA BTC LST,C2,1,0.0,1
2025-09,b14g,C2,284128774,2491.288,1
2025-09,Endur (Starknet BTC LSTs),C2,3801937,33.336,0
2025-09,exSat Staking BTC,C2,398706649,3495.926,1
2025-09,Symbiotic (BTC vaults),C2,118514176,1039.152,1
2025-09,Mellow restaking (uniBTC),C2,20544636,180.139,1
2025-09,EigenLayer / EigenCloud (BTC part),C2,4424548,38.795,1
2025-09,Pell Network,C2,293981614,2577.68,1
2025-09,Kernel (BTC part),C2,337759,2.962,1
2025-09,SatLayer,C2,213644430,1873.27,1
2025-09,CIAN Yield Layer (BTC vaults),C2,564449860,4949.19,1
2025-09,Fragmetric (zBTC),C2,1000742,8.775,1
2025-09,ObeliskBTC,C2,10298,0.09,1
2025-09,Vishwa,C2,22861373,200.452,1
2025-09,Solv Basis Trading (SolvBTC.TRADING),C3,323993414,2840.828,1
2025-09,BitFi bfBTC (EVM chains) - held inside other listed products,C3,79289584,695.224,0
2025-09,BitFi bfBTC (EVM chains) - direct / other holders,C3,317179936,2781.086,1
2025-09,BitFi bfBTC (AILayer),C3,116225555,1019.085,1
2025-09,Midas mBTC,C3,1479692,12.974,1
2025-09,Liminal Basis (BTC),C3,4324597,37.919,1
2025-09,Manta CeDeFi (BTC),C3,25166494,220.664,1
2025-09,Hope (BTC basis collateral),C3,2324666,20.383,1
2025-09,DeSyn Basis Trading (BTC),C3,55941977,490.509,1
2025-09,Rysk V12 (BTC part),C4,444499,3.897,1
2025-09,Hegic (WBTC pool),C4,1116662,9.791,1
2025-09,Ribbon (WBTC theta vault),C4,3007967,26.374,1
2025-09,D2 Finance (UBTC),C4,1345762,11.8,1
2025-09,Lombard Vaults (LBTCv / BTCe),C6,28358163,248.649,1
2025-09,Native Credit Pool (BTC part),C5,564971,4.954,1
2025-09,B2 Buzz Farming,C6,407801280,3575.669,1
2025-09,AILayer farm (AINN),C6,116185238,1018.732,0
2025-09,Solv Strategies,C6,309397587,2712.85,1
2025-09,Concrete (BTC vaults),C6,22484444,197.147,1
2025-09,"Veda (other BTC vaults, excl. Kraken)",C6,347411252,3046.16,1
2025-09,Upshift (BTC vaults),C6,16186947,141.93,1
2025-09,Hyperbeat Earn (hbBTC),C6,16879701,148.004,0
2025-09,Proxy (PRXY BTC strategies),C6,29756510,260.91,1
2025-09,Convex (BTC LPs),C6,37960389,332.843,1
2025-09,Yearn (BTC vaults),C6,46406310,406.898,1
2025-09,Badger DAO (BTC vaults),C6,18667709,163.682,1
2025-09,Stake DAO (BTC LPs),C6,7432585,65.17,1
2025-09,Yield Yak (BTC),C6,11533166,101.125,1
2025-09,YO Protocol (yoBTC),C6,13235411,116.05,1
2025-09,Superform (BTC),C6,278491,2.442,1
2025-09,Harvest (BTC),C6,7032474,61.662,1
2025-09,Autofarm (BTC),C6,1677483,14.708,1
2025-09,OmniYield (WBTC),C6,493981,4.331,1
2025-09,Belt (BTCB),C6,5246512,46.002,1
2025-09,Tranchess (BTCB),C6,29049922,254.715,1
2025-09,Radpie (BTC),C6,1240146,10.874,1
2025-09,Aura (BTC),C6,984272,8.63,1
2025-09,Lagoon (BTC vaults),C6,20520494,179.927,1
2025-09,Ember (BTC vaults),C6,8807976,77.23,1
2025-09,Avant avBTC,C6,25491282,223.512,1
2025-09,Moonwell vaults (cbBTC),C6,16115139,141.3,1
2025-09,Katana pre-launch (WBTC),C6,10690970,93.74,1
2025-09,Troves (BTC),C6,5694600,49.931,1
2025-09,YieldFi (yBTC),C6,1485390,13.024,1
2025-09,Reaper (WBTC),C6,843301,7.394,1
2025-09,Vesper (WBTC),C6,858381,7.526,1
2025-09,Kine (BTC),C6,1003095,8.795,1
2025-09,DeltaPrime (BTC),C6,1576043,13.819,1
2025-09,Extra Finance (cbBTC),C6,1305682,11.448,1
2025-09,IPOR Fusion (other BTC vaults),C6,4133892,36.247,1
2025-09,DeSyn Liquid Strategy (BTC),C6,1182373934,10367.251,1
2025-09,DeSyn Safe (BTC),C6,1511,0.013,1
2025-09,Corn Kernels pre-deposit,C6,1206496,10.579,1
2025-09,Hemi staking,C6,191858788,1682.25,1
2025-09,Zircuit staking (BTC),C6,1057146,9.269,1
2025-09,Turtle Club (BTC campaigns),C6,7656741,67.136,1
2025-09,Swell Earn (BTC vaults),C6,2355,0.021,1
2025-09,CoinWind (BTC),C6,105357830,923.795,1
2025-09,Trevee / Rings earn (BTC),C6,20858536,182.891,1
2025-09,Canopy (BTC),C6,3925426,34.419,1
2025-09,CIAN curated BTC vaults,C6,22079569,193.597,1
2025-09,Hourglass (eBTC/LBTCv),C6,12582,0.11,1
2025-09,Echo strategies (aBTC),C6,39316874,344.737,1
2025-09,Aera v2 (BTC),C6,2141622,18.778,1
2025-09,Seamless vaults (cbBTC),C6,3169820,27.794,1
2025-09,Amber Finance (BTC),C6,380110,3.333,1
2025-09,Terminal pre-deposits (BTC),C6,16937536,148.511,1
2025-09,StakeStone Berachain vault (BTC),C6,19668,0.172,1
2025-09,Mitosis (BTC),C6,1708,0.015,1
2025-09,Goldilocks (BTC),C6,2797,0.025,1
2025-09,Umami (BTC),C6,1377516,12.078,1
2025-09,Capy (BTC),C6,2067,0.018,1
2025-09,Sommelier (BTC),C6,110395,0.968,1
2025-09,Factor leverage vault (BTC),C6,5108716,44.794,1
2025-09,Omega (BTC),C6,5986,0.052,1
2025-09,OpenGDP shared security (LBTC),C2,116733891,1023.542,1
2025-09,iBTC Finance,C2,615,0.005,1
2025-09,Swell swBTC,C2,2473322,21.686,1
2025-09,StakeStone STONEBTC,C2,1156,0.01,1
2025-09,ShardingDAO (BTC),C2,6860946,60.158,1
2025-09,Stream Finance (BTC),C3,16009268,140.372,1
2025-09,Aster asBTC,C3,1237326,10.849,1
2025-09,Thetanuts (BTC),C4,631456,5.537,1
2025-09,Wildcat (BTC),C5,53728,0.471,1
2025-09,YieldNest ynBTCk,C2,10889,0.095,0
2025-09,Royco v1 IAM (incl. Boyco pre-deposits),C6,4339,0.038,0
2025-10,Yield Basis,C1,150137545,1369.768,1
2025-10,Maple BTC Yield,C1,146987630,1341.03,1
2025-10,ether.fi Liquid BTC,C1,43661145,398.339,1
2025-10,Babylon (BTC staking) - stake attributed to listed LSTs/products,C2,1640129052,14963.588,0
2025-10,"Babylon (BTC staking) - other stakers (Kraken, Binance, OKX, Figment, direct)",C2,4604377925,42007.677,1
2025-10,Lombard LBTC - held inside other listed products,C2,221099624,2017.185,0
2025-10,Lombard LBTC - direct / other holders,C2,1150809441,10499.319,1
2025-10,Bedrock uniBTC - held inside other listed products,C2,253687113,2314.494,0
2025-10,Bedrock uniBTC - direct / other holders,C2,359050601,3275.77,1
2025-10,SolvBTC LSTs (SolvBTC.BBN etc.) - held inside other listed products,C2,2691590,24.557,0
2025-10,SolvBTC LSTs (SolvBTC.BBN etc.) - direct / other holders,C2,289337614,2639.749,1
2025-10,Solv Others (M-BTC),C2,116188346,1060.035,1
2025-10,PumpBTC - held inside other listed products,C2,103095621,940.585,0
2025-10,PumpBTC - direct / other holders,C2,0,0.0,1
2025-10,Lorenzo stBTC - held inside other listed products,C2,242891,2.216,0
2025-10,Lorenzo stBTC - direct / other holders,C2,12100198,110.395,1
2025-10,Chakra,C2,16683770,152.213,1
2025-10,LISA BTC LST,C2,1,0.0,1
2025-10,b14g,C2,320041198,2919.871,1
2025-10,Endur (Starknet BTC LSTs),C2,26373551,240.617,0
2025-10,exSat Staking BTC,C2,332970540,3037.83,1
2025-10,Symbiotic (BTC vaults),C2,140104749,1278.235,1
2025-10,Mellow restaking (uniBTC),C2,36008477,328.52,1
2025-10,EigenLayer / EigenCloud (BTC part),C2,5037343,45.958,1
2025-10,Pell Network,C2,223505226,2039.132,1
2025-10,Kernel (BTC part),C2,274169,2.501,1
2025-10,SatLayer,C2,117873507,1075.41,1
2025-10,CIAN Yield Layer (BTC vaults),C2,525850403,4797.555,1
2025-10,Fragmetric (zBTC),C2,987031,9.005,1
2025-10,ObeliskBTC,C2,9935,0.091,1
2025-10,Vishwa,C2,21936822,200.139,1
2025-10,Solv Basis Trading (SolvBTC.TRADING),C3,316727550,2889.639,1
2025-10,BitFi bfBTC (EVM chains) - held inside other listed products,C3,76179735,695.02,0
2025-10,BitFi bfBTC (EVM chains) - direct / other holders,C3,302601874,2760.764,1
2025-10,BitFi bfBTC (AILayer),C3,111429011,1016.614,1
2025-10,Midas mRe7BTC (Re7),C3,1863896,17.005,1
2025-10,Midas mBTC,C3,528448,4.821,1
2025-10,Liminal Basis (BTC),C3,11246159,102.603,1
2025-10,Manta CeDeFi (BTC),C3,13156763,120.035,1
2025-10,Hope (BTC basis collateral),C3,2230655,20.351,1
2025-10,DeSyn Basis Trading (BTC),C3,14310509,130.561,1
2025-10,Rysk V12 (BTC part),C4,1062192,9.691,1
2025-10,Hegic (WBTC pool),C4,1070540,9.767,1
2025-10,Ribbon (WBTC theta vault),C4,2974596,27.138,1
2025-10,D2 Finance (UBTC),C4,1686475,15.386,1
2025-10,Lombard Vaults (LBTCv / BTCe),C6,47425745,432.685,1
2025-10,Native Credit Pool (BTC part),C5,99183,0.905,1
2025-10,B2 Buzz Farming,C6,404033571,3686.168,1
2025-10,AILayer farm (AINN),C6,111251362,1014.993,0
2025-10,Solv Strategies,C6,355023557,3239.029,1
2025-10,Concrete (BTC vaults),C6,22290774,203.368,1
2025-10,"Veda (other BTC vaults, excl. Kraken)",C6,279394910,2549.037,1
2025-10,Upshift (BTC vaults),C6,14369792,131.102,1
2025-10,Hyperbeat Earn (hbBTC),C6,20652391,188.42,0
2025-10,Proxy (PRXY BTC strategies),C6,28619898,261.111,1
2025-10,Convex (BTC LPs),C6,31522558,287.594,1
2025-10,Yearn (BTC vaults),C6,37446495,341.64,1
2025-10,Badger DAO (BTC vaults),C6,17772029,162.142,1
2025-10,Stake DAO (BTC LPs),C6,5993906,54.685,1
2025-10,Yield Yak (BTC),C6,11233702,102.49,1
2025-10,YO Protocol (yoBTC),C6,12086797,110.273,1
2025-10,Superform (BTC),C6,254588,2.323,1
2025-10,Harvest (BTC),C6,3984372,36.351,1
2025-10,Autofarm (BTC),C6,1607252,14.664,1
2025-10,OmniYield (WBTC),C6,494612,4.513,1
2025-10,Belt (BTCB),C6,5037829,45.962,1
2025-10,Tranchess (BTCB),C6,24460722,223.165,1
2025-10,Radpie (BTC),C6,1202734,10.973,1
2025-10,Aura (BTC),C6,974487,8.891,1
2025-10,Lagoon (BTC vaults),C6,50009445,456.257,1
2025-10,Ember (BTC vaults),C6,24275832,221.479,1
2025-10,Avant avBTC,C6,33421164,304.915,1
2025-10,Moonwell vaults (cbBTC),C6,9643784,87.984,1
2025-10,UltraYield vaults (cbBTC),C6,993508,9.064,1
2025-10,Volo vault (xBTC),C6,25173613,229.669,1
2025-10,Katana pre-launch (WBTC),C6,5506480,50.238,1
2025-10,Troves (BTC),C6,9529914,86.945,1
2025-10,YieldFi (yBTC),C6,3556143,32.444,1
2025-10,Reaper (WBTC),C6,808413,7.375,1
2025-10,Vesper (WBTC),C6,820519,7.486,1
2025-10,Kine (BTC),C6,960170,8.76,1
2025-10,DeltaPrime (BTC),C6,1830384,16.699,1
2025-10,Extra Finance (cbBTC),C6,1302577,11.884,1
2025-10,IPOR Fusion (other BTC vaults),C6,6801366,62.052,1
2025-10,DeSyn Liquid Strategy (BTC),C6,1130873365,10317.434,1
2025-10,DeSyn Safe (BTC),C6,1440,0.013,1
2025-10,Corn Kernels pre-deposit,C6,1088308,9.929,1
2025-10,Hemi staking,C6,195801193,1786.377,1
2025-10,Zircuit staking (BTC),C6,171797,1.567,1
2025-10,Turtle Club (BTC campaigns),C6,33426708,304.966,1
2025-10,Swell Earn (BTC vaults),C6,1867,0.017,1
2025-10,Trevee / Rings earn (BTC),C6,491785,4.487,1
2025-10,Canopy (BTC),C6,4276586,39.017,1
2025-10,CIAN curated BTC vaults,C6,62352,0.569,1
2025-10,Hourglass (eBTC/LBTCv),C6,19474,0.178,1
2025-10,Echo strategies (aBTC),C6,37665478,343.638,1
2025-10,Aera v2 (BTC),C6,2044240,18.65,1
2025-10,Seamless vaults (cbBTC),C6,2592402,23.652,1
2025-10,Amber Finance (BTC),C6,4390520,40.057,1
2025-10,Terminal pre-deposits (BTC),C6,12533663,114.35,1
2025-10,StakeStone Berachain vault (BTC),C6,47065,0.429,1
2025-10,Mitosis (BTC),C6,816,0.007,1
2025-10,Goldilocks (BTC),C6,213,0.002,1
2025-10,Umami (BTC),C6,1145594,10.452,1
2025-10,Capy (BTC),C6,1951,0.018,1
